  QueueTimes | ServiceTimes | SojournTimes
       0.074 |        0.793 |        0.867
       0.057 |        1.639 |        1.697
       0.154 |        2.171 |        2.325
       0.083 |        0.486 |        0.569
       0.079 |        1.019 |        1.099
       0.099 |        0.582 |        0.681
       0.074 |        1.615 |        1.689
       0.074 |        0.480 |        0.554
       0.114 |        0.730 |        0.844
       0.079 |        2.490 |        2.569
       0.115 |        1.184 |        1.300
       0.093 |        0.415 |        0.508
       0.084 |        0.465 |        0.549
       0.083 |        1.985 |        2.068
       0.067 |        1.110 |        1.177
       0.050 |        0.457 |        0.507
       0.071 |        0.669 |        0.739
       0.072 |        0.426 |        0.498
       0.111 |        0.541 |        0.653
       0.148 |        0.486 |        0.634
       0.125 |        0.973 |        1.097
       0.087 |        0.628 |        0.715
       0.082 |        0.364 |        0.446
       0.153 |        0.657 |        0.810
       0.114 |        1.911 |        2.026
       0.151 |        1.152 |        1.304
       0.106 |        3.725 |        3.831
       0.070 |        0.615 |        0.685
       0.054 |        1.471 |        1.524
       0.078 |        2.077 |        2.155
       0.098 |        1.764 |        1.862
       0.146 |        0.619 |        0.765
       0.160 |        1.796 |        1.956
       0.109 |        2.017 |        2.126
       0.078 |        1.504 |        1.582
       0.063 |        0.452 |        0.516
       0.068 |        0.505 |        0.573
       0.069 |        1.007 |        1.075
       0.074 |        1.689 |        1.763
       0.078 |        2.924 |        3.002
       0.077 |        0.741 |        0.818
       0.073 |        0.580 |        0.653
       0.102 |        2.243 |        2.346
       0.064 |        1.962 |        2.026
       0.133 |        1.469 |        1.602
       0.076 |        0.553 |        0.629
       0.066 |        0.852 |        0.919
       0.060 |        0.494 |        0.555
       0.059 |        0.976 |        1.035
       0.075 |        0.412 |        0.487
       0.072 |        0.806 |        0.878
       0.063 |        0.730 |        0.793
       0.059 |        0.642 |        0.701
       0.102 |        2.356 |        2.458
       0.082 |        1.903 |        1.985
       0.215 |        2.273 |        2.488
       0.073 |        0.540 |        0.614
       0.093 |        0.309 |        0.402
       0.080 |        1.236 |        1.316
       0.177 |        2.070 |        2.248
       0.095 |        0.431 |        0.526
       0.104 |        0.439 |        0.543
       0.081 |        0.806 |        0.887
       0.066 |        0.942 |        1.008
       0.084 |        2.868 |        2.952
       0.073 |        0.524 |        0.596
       0.081 |        1.647 |        1.727
       0.085 |        0.584 |        0.669
       0.067 |        0.506 |        0.573
       0.067 |        0.516 |        0.583
       0.075 |        1.256 |        1.331
       0.074 |        0.522 |        0.596
       0.076 |        2.982 |        3.058
       0.062 |        0.375 |        0.437
       0.070 |        0.391 |        0.462
       0.110 |        0.487 |        0.597
       0.065 |        1.123 |        1.188
       0.148 |        1.422 |        1.570
       0.071 |        0.308 |        0.379
       0.086 |        0.379 |        0.465
       0.091 |        0.959 |        1.051
       0.253 |        0.389 |        0.642
       0.112 |        0.284 |        0.396
       0.080 |        1.797 |        1.877
       0.101 |        0.490 |        0.591
       0.069 |        0.599 |        0.667
       0.064 |        0.970 |        1.034
       0.076 |        1.693 |        1.769
       0.069 |        0.354 |        0.423
       0.214 |        0.402 |        0.616
       0.063 |        2.901 |        2.963
       0.134 |        0.363 |        0.497
       0.053 |        1.025 |        1.077
       0.089 |        0.840 |        0.929
       0.082 |        0.812 |        0.894
       0.073 |        2.076 |        2.149
       0.129 |        0.478 |        0.606
       0.072 |        1.234 |        1.307
       0.068 |        0.507 |        0.575
       0.073 |        0.980 |        1.052
       0.067 |        0.635 |        0.702
       0.059 |        0.597 |        0.656
       0.071 |        0.622 |        0.693
       0.051 |        1.315 |        1.366
       0.104 |        0.403 |        0.507
       0.129 |        4.805 |        4.933
       0.072 |        4.018 |        4.091
       0.095 |        0.427 |        0.522
       0.081 |        0.589 |        0.670
       0.080 |        0.637 |        0.717
       0.079 |        2.646 |        2.725
       0.077 |        2.588 |        2.665
       0.095 |        0.728 |        0.823
       0.183 |        0.462 |        0.644
       0.104 |        0.359 |        0.463
       0.081 |        0.536 |        0.617
       0.069 |        0.318 |        0.388
       0.109 |        0.332 |        0.441
       0.071 |        0.975 |        1.046
       0.087 |        2.852 |        2.938
       0.087 |        0.475 |        0.562
       0.092 |        2.041 |        2.133
       0.074 |        0.471 |        0.545
       0.060 |        0.321 |        0.382
       0.067 |        0.741 |        0.808
       0.097 |        1.181 |        1.279
       0.081 |        0.800 |        0.880
       0.072 |        2.140 |        2.212
       0.068 |        0.803 |        0.871
       0.082 |        0.905 |        0.987
       0.073 |        0.553 |        0.625
       0.090 |        0.280 |        0.370
       0.062 |        0.628 |        0.690
       0.115 |        0.796 |        0.911
       0.105 |        0.344 |        0.449
       0.086 |        2.944 |        3.030
       0.066 |        0.430 |        0.496
       0.075 |        1.875 |        1.950
       0.213 |        0.759 |        0.972
       0.146 |        2.384 |        2.530
       0.070 |        0.432 |        0.502
       0.082 |        1.666 |        1.748
       0.089 |        1.198 |        1.286
       0.083 |        2.425 |        2.508
       0.087 |        0.831 |        0.918
       0.065 |        2.131 |        2.196
       0.125 |        0.348 |        0.473
       0.077 |        0.390 |        0.468
       0.266 |        0.546 |        0.811
       0.311 |        0.378 |        0.689
       0.088 |        0.393 |        0.481
       0.185 |        0.591 |        0.777
       0.104 |        1.023 |        1.127
       0.065 |        0.532 |        0.597
       0.056 |        0.723 |        0.779
       0.063 |        0.351 |        0.414
       0.072 |        0.312 |        0.384
       0.110 |        2.085 |        2.195
       0.078 |        0.506 |        0.584
       0.076 |        0.467 |        0.543
       0.139 |        0.684 |        0.823
       0.116 |        0.906 |        1.022
       0.083 |        0.323 |        0.406
       0.097 |        2.256 |        2.353
       0.083 |        1.004 |        1.088
       0.072 |        0.653 |        0.725
       0.069 |        2.024 |        2.093
       0.087 |        1.183 |        1.271
       0.083 |        0.561 |        0.644
       0.060 |        0.391 |        0.451
       0.057 |        0.381 |        0.438
       0.133 |        0.502 |        0.635
       0.149 |        0.744 |        0.893
       0.109 |        0.658 |        0.767
       0.074 |        1.445 |        1.519
       0.069 |        3.869 |        3.937
       0.230 |        0.699 |        0.929
       0.104 |        0.857 |        0.960
       0.097 |        0.552 |        0.649
       0.082 |        1.111 |        1.194
       0.086 |        0.621 |        0.707
       0.148 |        1.190 |        1.339
       0.142 |        0.521 |        0.663
       0.120 |        0.249 |        0.369
       0.088 |        0.778 |        0.866
       0.124 |        0.347 |        0.471
       0.064 |        0.619 |        0.683
       0.052 |        0.749 |        0.801
       0.074 |        0.972 |        1.046
       0.070 |        0.575 |        0.644
       0.162 |        0.708 |        0.870
       0.122 |        0.341 |        0.463
       0.092 |        2.188 |        2.280
       0.054 |        0.320 |        0.375
       0.140 |        1.296 |        1.437
       0.051 |        0.413 |        0.464
       0.109 |        1.829 |        1.938
       0.108 |        3.077 |        3.185
       0.093 |        0.398 |        0.491
       0.053 |        0.465 |        0.518
       0.097 |        0.660 |        0.757
       0.072 |        1.985 |        2.057
       0.159 |        0.358 |        0.517
       0.089 |        0.616 |        0.706
       0.211 |        0.835 |        1.046
       0.063 |        0.575 |        0.638
       0.125 |        0.960 |        1.085
       0.076 |        0.851 |        0.927
       0.061 |        1.045 |        1.105
       0.062 |        0.342 |        0.404
       0.077 |        0.648 |        0.725
       0.077 |        0.821 |        0.898
       0.143 |        0.626 |        0.768
       0.144 |        2.197 |        2.341
       0.112 |        0.496 |        0.609
       0.090 |        0.700 |        0.789
       0.089 |        1.053 |        1.142
       0.131 |        2.426 |        2.557
       0.085 |        0.870 |        0.955
       0.149 |        0.712 |        0.861
       0.077 |        1.191 |        1.268
       0.249 |        0.529 |        0.778
       0.130 |        1.496 |        1.626
       0.076 |        0.674 |        0.750
       0.066 |        0.553 |        0.619
       0.091 |        1.175 |        1.266
       0.169 |        0.796 |        0.965
       0.096 |        3.262 |        3.358
       0.093 |        1.341 |        1.434
       0.062 |        0.751 |        0.813
       0.101 |        1.214 |        1.315
       0.176 |        0.358 |        0.535
       0.146 |        0.737 |        0.883
       0.158 |        0.742 |        0.901
       0.056 |        0.283 |        0.339
       0.078 |        1.061 |        1.138
       0.075 |        1.512 |        1.586
       0.048 |        0.349 |        0.397
       0.088 |        0.388 |        0.476
       0.086 |        3.052 |        3.138
       0.067 |        1.433 |        1.500
       0.159 |        0.750 |        0.909
       0.149 |        0.773 |        0.922
       0.084 |        2.147 |        2.231
       0.129 |        0.913 |        1.042
       0.065 |        0.755 |        0.820
       0.072 |        0.654 |        0.727
       0.128 |        0.602 |        0.730
       0.070 |        0.381 |        0.451
       0.101 |        0.794 |        0.895
       0.079 |        2.146 |        2.224
       0.066 |        1.629 |        1.695
       0.081 |        0.487 |        0.568
       0.144 |        2.351 |        2.495
       0.076 |        2.353 |        2.429
       0.083 |        1.065 |        1.148
       0.055 |        0.499 |        0.554
       0.078 |        0.517 |        0.594
       0.115 |        0.643 |        0.757
       0.163 |        2.180 |        2.343
       0.077 |        0.469 |        0.546
       0.090 |        0.528 |        0.618
       0.058 |        0.379 |        0.436
       0.102 |        0.954 |        1.056
       0.068 |        0.343 |        0.411
       0.082 |        2.090 |        2.172
       0.071 |        0.513 |        0.584
       0.063 |        0.539 |        0.602
       0.079 |        0.606 |        0.685
       0.094 |        0.849 |        0.942
       0.142 |        0.587 |        0.729
       0.154 |        0.570 |        0.724
       0.084 |        0.884 |        0.968
       0.109 |        1.133 |        1.242
       0.070 |        0.940 |        1.010
       0.052 |        1.183 |        1.235
       0.073 |        1.116 |        1.190
       0.139 |        0.682 |        0.822
       0.195 |        1.719 |        1.913
       0.107 |        1.219 |        1.326
       0.129 |        0.938 |        1.066
       0.138 |        0.595 |        0.733
       0.199 |        2.079 |        2.278
       0.103 |        0.965 |        1.068
       0.126 |        1.096 |        1.222
       0.131 |        0.391 |        0.523
       0.063 |        1.397 |        1.460
       0.082 |        0.763 |        0.844
       0.065 |        0.476 |        0.540
       0.242 |        1.821 |        2.064
       0.067 |        0.782 |        0.848
       0.172 |        0.940 |        1.112
       0.067 |        2.707 |        2.774
       0.082 |        4.345 |        4.428
       0.097 |        0.607 |        0.705
       0.083 |        0.477 |        0.559
       0.084 |        1.741 |        1.825
       0.079 |        1.625 |        1.703
       0.071 |        0.478 |        0.549
       0.132 |        1.097 |        1.229
       0.101 |        1.256 |        1.356
       0.174 |        0.749 |        0.923
       0.171 |        1.524 |        1.695
       0.060 |        0.570 |        0.631
       0.062 |        1.229 |        1.292
       0.160 |        0.486 |        0.646
       0.106 |        0.637 |        0.743
       0.067 |        0.359 |        0.427
       0.070 |        1.827 |        1.896
       0.087 |        2.503 |        2.590
       0.050 |        0.812 |        0.862
       0.105 |        0.651 |        0.756
       0.060 |        0.268 |        0.329
       0.058 |        2.144 |        2.202
       0.106 |        0.422 |        0.528
       0.062 |        0.342 |        0.404
       0.059 |        0.338 |        0.397
       0.073 |        0.992 |        1.065
       0.067 |        0.380 |        0.447
       0.083 |        0.749 |        0.832
       0.148 |        0.671 |        0.819
       0.080 |        1.512 |        1.592
       0.140 |        0.619 |        0.759
       0.087 |        0.546 |        0.634
       0.104 |        0.995 |        1.099
       0.122 |        0.880 |        1.001
       0.077 |        0.486 |        0.563
       0.074 |        0.434 |        0.508
       0.090 |        0.999 |        1.089
       0.200 |        0.438 |        0.638
       0.100 |        1.756 |        1.856
       0.127 |        0.397 |        0.524
       0.132 |        0.287 |        0.419
       0.078 |        0.294 |        0.372
       0.055 |        1.306 |        1.361
       0.063 |        0.450 |        0.513
       0.215 |        1.649 |        1.864
       0.166 |        0.753 |        0.919
       0.094 |        1.728 |        1.822
       0.160 |        0.337 |        0.497
       0.172 |        0.414 |        0.585
       0.065 |        0.338 |        0.403
       0.071 |        0.903 |        0.973
       0.070 |        4.385 |        4.455
       0.072 |        0.786 |        0.858
       0.109 |        0.626 |        0.735
       0.077 |        1.175 |        1.252
       0.170 |        1.266 |        1.436
       0.073 |        0.287 |        0.359
       0.105 |        0.992 |        1.097
       0.075 |        0.924 |        0.998
       0.106 |        2.707 |        2.813
       0.130 |        0.529 |        0.659
       0.113 |        0.672 |        0.785
       0.066 |        1.272 |        1.338
       0.083 |        0.991 |        1.074
       0.286 |        1.120 |        1.406
       0.135 |        1.469 |        1.604
       0.086 |        1.941 |        2.027
       0.101 |        1.351 |        1.452
       0.070 |        0.409 |        0.480
       0.072 |        0.312 |        0.384
       0.120 |        2.346 |        2.466
       0.067 |        0.624 |        0.692
       0.173 |        0.393 |        0.566
       0.094 |        0.959 |        1.053
       0.109 |        1.903 |        2.012
       0.074 |        1.438 |        1.512
       0.337 |        3.576 |        3.913
       0.223 |        1.717 |        1.939
       0.105 |        0.821 |        0.926
       0.115 |        0.900 |        1.015
       0.129 |        1.489 |        1.617
       0.090 |        0.357 |        0.447
       0.054 |        0.676 |        0.731
       0.063 |        1.009 |        1.072
       0.110 |        2.363 |        2.474
       0.086 |        1.185 |        1.271
       0.122 |        0.730 |        0.852
       0.054 |        2.451 |        2.505
       0.060 |        1.324 |        1.384
       0.156 |        0.601 |        0.756
       0.137 |        0.767 |        0.903
       0.054 |        0.486 |        0.540
       0.060 |        0.838 |        0.898
       0.080 |        0.559 |        0.639
       0.071 |        0.439 |        0.511
       0.079 |        0.871 |        0.949
       0.128 |        2.752 |        2.879
       0.063 |        0.329 |        0.392
       0.125 |        0.926 |        1.051
       0.055 |        1.863 |        1.918
       0.067 |        0.964 |        1.031
       0.122 |        2.248 |        2.369
       0.092 |        3.206 |        3.298
       0.060 |        0.334 |        0.394
       0.148 |        3.044 |        3.192
       0.119 |        0.988 |        1.108
       0.067 |        1.899 |        1.966
       0.076 |        3.229 |        3.306
       0.154 |        1.138 |        1.293
       0.073 |        2.127 |        2.200
       0.065 |        2.071 |        2.136
       0.105 |        0.852 |        0.957
       0.104 |        1.592 |        1.695
       0.113 |        0.916 |        1.029
       0.089 |        0.493 |        0.582
       0.093 |        0.856 |        0.949
       0.077 |        0.305 |        0.382
       0.060 |        0.737 |        0.797
       0.081 |        0.572 |        0.653
       0.156 |        0.724 |        0.880
       0.084 |        2.371 |        2.455
       0.085 |        0.577 |        0.662
       0.144 |        0.394 |        0.538
       0.085 |        0.351 |        0.436
       0.187 |        0.389 |        0.575
       0.075 |        4.296 |        4.371
       0.112 |        0.563 |        0.676
       0.087 |        0.691 |        0.777
       0.064 |        1.084 |        1.148
       0.082 |        0.932 |        1.013
       0.067 |        0.486 |        0.553
       0.064 |        0.924 |        0.988
       0.148 |        2.038 |        2.186
       0.065 |        0.444 |        0.509
       0.121 |        0.456 |        0.577
       0.076 |        1.064 |        1.139
       0.049 |        0.397 |        0.446
       0.062 |        0.780 |        0.842
       0.109 |        2.047 |        2.157
       0.100 |        1.891 |        1.991
       0.135 |        0.418 |        0.553
       0.076 |        1.283 |        1.359
       0.110 |        0.633 |        0.743
       0.078 |        0.666 |        0.744
       0.076 |        0.775 |        0.851
       0.088 |        0.455 |        0.543
       0.091 |        0.500 |        0.592
       0.062 |        0.438 |        0.500
       0.086 |        1.300 |        1.387
       0.162 |        1.140 |        1.302
       0.132 |        0.546 |        0.679
       0.077 |        0.704 |        0.781
       0.090 |        0.843 |        0.932
       0.074 |        1.206 |        1.280
       0.069 |        1.856 |        1.924
       0.078 |        0.842 |        0.920
       0.067 |        0.591 |        0.659
       0.077 |        1.068 |        1.145
       0.131 |        0.536 |        0.667
       0.068 |        1.760 |        1.828
       0.072 |        2.031 |        2.103
       0.092 |        0.537 |        0.630
       0.076 |        0.878 |        0.954
       0.071 |        0.644 |        0.715
       0.116 |        0.275 |        0.391
       0.136 |        1.241 |        1.377
       0.070 |        0.965 |        1.034
       0.057 |        0.469 |        0.526
       0.065 |        0.600 |        0.665
       0.145 |        0.630 |        0.775
       0.064 |        3.131 |        3.195
       0.166 |        2.044 |        2.210
       0.074 |        1.814 |        1.889
       0.124 |        0.943 |        1.067
       0.051 |        0.394 |        0.445
       0.087 |        0.566 |        0.653
       0.066 |        3.333 |        3.399
       0.074 |        1.114 |        1.188
       0.165 |        0.630 |        0.795
       0.103 |        0.655 |        0.758
       0.068 |        1.965 |        2.033
       0.192 |        2.963 |        3.155
       0.081 |        0.426 |        0.506
       0.070 |        0.340 |        0.410
       0.063 |        2.141 |        2.204
       0.087 |        1.369 |        1.455
       0.073 |        0.697 |        0.770
       0.078 |        0.917 |        0.995
       0.087 |        0.583 |        0.670
       0.118 |        1.209 |        1.328
       0.102 |        0.882 |        0.984
       0.097 |        0.271 |        0.368
       0.114 |        1.095 |        1.210
       0.073 |        0.822 |        0.895
       0.070 |        0.856 |        0.926
       0.069 |        1.227 |        1.296
       0.070 |        1.220 |        1.290
       0.122 |        0.568 |        0.690
       0.141 |        0.622 |        0.763
       0.148 |        0.673 |        0.821
       0.066 |        1.070 |        1.135
       0.070 |        0.849 |        0.919
       0.114 |        0.481 |        0.595
       0.072 |        0.382 |        0.453
       0.093 |        0.580 |        0.674
       0.082 |        0.892 |        0.973
       0.075 |        0.767 |        0.843
       0.077 |        1.333 |        1.410
       0.073 |        0.811 |        0.885
       0.139 |        2.432 |        2.570
       0.066 |        0.674 |        0.740
       0.126 |        1.604 |        1.730
       0.073 |        1.778 |        1.851
       0.124 |        0.596 |        0.721
       0.072 |        2.900 |        2.971
       0.064 |        0.576 |        0.640
       0.132 |        1.271 |        1.403
       0.063 |        0.908 |        0.971
       0.067 |        1.196 |        1.262
       0.060 |        0.802 |        0.862
       0.142 |        0.394 |        0.537
       0.073 |        0.333 |        0.406
       0.146 |        1.612 |        1.758
       0.062 |        0.482 |        0.544
       0.088 |        0.766 |        0.854
       0.173 |        0.776 |        0.948
       0.052 |        0.756 |        0.808
       0.103 |        0.581 |        0.684
       0.090 |        2.170 |        2.260
       0.161 |        0.528 |        0.689
       0.129 |        1.303 |        1.431
       0.221 |        1.234 |        1.455
       0.057 |        2.460 |        2.517
       0.058 |        0.725 |        0.783
       0.111 |        0.476 |        0.587
       0.082 |        0.414 |        0.496
       0.227 |        1.191 |        1.419
       0.077 |        0.633 |        0.710
       0.074 |        2.324 |        2.397
       0.139 |        0.348 |        0.487
       0.083 |        1.588 |        1.671
       0.071 |        1.184 |        1.255
       0.073 |        0.868 |        0.941
       0.132 |        1.335 |        1.466
       0.086 |        0.555 |        0.640
       0.092 |        1.027 |        1.119
       0.093 |        0.450 |        0.543
       0.131 |        0.330 |        0.461
       0.072 |        0.559 |        0.631
       0.094 |        0.704 |        0.797
       0.071 |        1.050 |        1.121
       0.048 |        0.306 |        0.353
       0.065 |        0.391 |        0.455
       0.089 |        0.409 |        0.497
       0.052 |        1.411 |        1.464
       0.051 |        0.568 |        0.619
       0.052 |        1.669 |        1.721
       0.068 |        0.246 |        0.314
       0.063 |        1.965 |        2.028
       0.077 |        3.123 |        3.201
       0.127 |        0.499 |        0.626
       0.102 |        0.445 |        0.547
       0.063 |        1.188 |        1.250
       0.056 |        0.347 |        0.403
       0.159 |        0.666 |        0.825
       0.098 |        1.033 |        1.131
       0.053 |        0.842 |        0.895
       0.073 |        0.619 |        0.692
       0.058 |        2.042 |        2.100
       0.085 |        2.778 |        2.863
       0.135 |        0.791 |        0.927
       0.105 |        0.794 |        0.898
       0.078 |        0.763 |        0.840
       0.086 |        0.651 |        0.737
       0.096 |        0.497 |        0.593
       0.204 |        0.345 |        0.550
       0.071 |        0.321 |        0.391
       0.064 |        0.604 |        0.668
       0.084 |        1.657 |        1.741
       0.118 |        0.730 |        0.848
       0.190 |        0.711 |        0.901
       0.062 |        0.469 |        0.531
       0.046 |        0.388 |        0.433
       0.125 |        0.419 |        0.544
       0.101 |        0.656 |        0.758
       0.087 |        1.427 |        1.514
       0.106 |        0.332 |        0.438
       0.070 |        0.489 |        0.558
       0.065 |        1.912 |        1.977
       0.119 |        2.549 |        2.668
       0.059 |        0.854 |        0.913
       0.059 |        0.314 |        0.373
       0.064 |        4.555 |        4.619
       0.129 |        1.885 |        2.014
       0.065 |        0.483 |        0.548
       0.149 |        0.809 |        0.957
       0.060 |        0.519 |        0.579
       0.127 |        0.370 |        0.496
       0.065 |        0.760 |        0.825
       0.097 |        1.069 |        1.166
       0.119 |        0.829 |        0.948
       0.064 |        1.118 |        1.182
       0.079 |        2.064 |        2.143
       0.070 |        0.605 |        0.676
       0.209 |        0.436 |        0.645
       0.088 |        2.135 |        2.223
       0.113 |        1.751 |        1.863
       0.066 |        0.390 |        0.456
       0.070 |        0.466 |        0.536
       0.079 |        0.351 |        0.430
       0.090 |        2.782 |        2.872
       0.059 |        1.873 |        1.932
       0.061 |        0.640 |        0.701
       0.128 |        1.956 |        2.084
       0.067 |        0.717 |        0.784
       0.083 |        0.428 |        0.511
       0.083 |        0.677 |        0.760
       0.074 |        0.827 |        0.901
       0.076 |        1.464 |        1.539
       0.072 |        0.791 |        0.863
       0.108 |        0.579 |        0.687
       0.153 |        0.843 |        0.996
       0.088 |        0.602 |        0.690
       0.070 |        0.452 |        0.523
       0.074 |        1.733 |        1.806
       0.229 |        1.466 |        1.695
       0.064 |        2.210 |        2.275
       0.059 |        0.404 |        0.463
       0.090 |        0.454 |        0.544
       0.202 |        1.326 |        1.528
       0.182 |        1.157 |        1.339
       0.085 |        0.635 |        0.720
       0.109 |        0.464 |        0.573
       0.125 |        0.595 |        0.720
       0.063 |        0.488 |        0.550
       0.101 |        0.790 |        0.890
       0.104 |        1.090 |        1.194
       0.075 |        2.070 |        2.145
       0.050 |        0.503 |        0.553
       0.113 |        2.400 |        2.513
       0.081 |        0.848 |        0.929
       0.149 |        0.962 |        1.111
       0.161 |        1.459 |        1.620
       0.076 |        0.441 |        0.517
       0.107 |        2.073 |        2.180
       0.094 |        0.516 |        0.610
       0.112 |        0.548 |        0.661
       0.129 |        0.419 |        0.548
       0.058 |        1.104 |        1.162
       0.092 |        0.758 |        0.850
       0.140 |        1.558 |        1.698
       0.087 |        0.847 |        0.935
       0.253 |        0.429 |        0.682
       0.063 |        0.463 |        0.526
       0.080 |        0.469 |        0.549
       0.075 |        1.154 |        1.229
       0.054 |        2.568 |        2.621
       0.110 |        0.831 |        0.942
       0.063 |        0.731 |        0.795
       0.051 |        0.580 |        0.631
       0.099 |        2.163 |        2.262
       0.103 |        0.497 |        0.601
       0.063 |        0.521 |        0.584
       0.060 |        1.122 |        1.181
       0.083 |        2.329 |        2.412
       0.092 |        0.664 |        0.756
       0.134 |        0.444 |        0.578
       0.067 |        0.454 |        0.520
       0.097 |        1.434 |        1.532
       0.080 |        0.522 |        0.602
       0.121 |        1.910 |        2.030
       0.075 |        0.662 |        0.737
       0.080 |        0.318 |        0.399
       0.074 |        1.782 |        1.855
       0.089 |        0.738 |        0.827
       0.157 |        2.452 |        2.609
       0.076 |        0.499 |        0.575
       0.051 |        0.638 |        0.690
       0.053 |        0.449 |        0.502
       0.053 |        1.359 |        1.412
       0.056 |        1.670 |        1.726
       0.092 |        2.782 |        2.874
       0.064 |        1.329 |        1.392
       0.072 |        0.344 |        0.416
       0.061 |        0.297 |        0.358
       0.079 |        1.998 |        2.077
       0.150 |        1.268 |        1.418
       0.078 |        0.733 |        0.811
       0.111 |        0.396 |        0.507
       0.076 |        0.442 |        0.518
       0.104 |        0.531 |        0.635
       0.069 |        1.973 |        2.042
       0.152 |        0.360 |        0.512
       0.070 |        1.018 |        1.089
       0.054 |        0.918 |        0.973
       0.131 |        0.817 |        0.948
       0.063 |        0.309 |        0.371
       0.072 |        0.834 |        0.905
       0.068 |        2.559 |        2.626
       0.090 |        1.037 |        1.127
       0.075 |        1.437 |        1.512
       0.211 |        0.335 |        0.546
       0.063 |        1.792 |        1.854
       0.123 |        0.566 |        0.690
       0.131 |        0.872 |        1.004
       0.073 |        1.424 |        1.498
       0.137 |        1.298 |        1.436
       0.146 |        1.377 |        1.523
       0.100 |        1.146 |        1.246
       0.082 |        0.428 |        0.510
       0.067 |        1.486 |        1.553
       0.130 |        0.813 |        0.942
       0.091 |        2.039 |        2.130
       0.060 |        0.680 |        0.740
       0.098 |        1.241 |        1.339
       0.057 |        0.326 |        0.383
       0.076 |        0.399 |        0.475
       0.091 |        0.901 |        0.992
       0.063 |        0.328 |        0.391
       0.057 |        0.658 |        0.715
       0.182 |        0.796 |        0.978
       0.157 |        0.311 |        0.468
       0.107 |        1.692 |        1.799
       0.059 |        0.384 |        0.443
       0.152 |        0.402 |        0.554
       0.071 |        0.355 |        0.425
       0.094 |        0.376 |        0.470
       0.081 |        0.426 |        0.506
       0.066 |        0.445 |        0.510
       0.060 |        0.472 |        0.532
       0.095 |        0.891 |        0.986
       0.068 |        1.326 |        1.394
       0.075 |        0.965 |        1.040
       0.062 |        0.456 |        0.517
       0.171 |        3.075 |        3.246
       0.095 |        0.486 |        0.581
       0.056 |        0.687 |        0.743
       0.066 |        1.004 |        1.071
       0.090 |        1.466 |        1.556
       0.109 |        0.397 |        0.507
       0.060 |        0.539 |        0.599
       0.065 |        0.979 |        1.043
       0.102 |        1.165 |        1.267
       0.071 |        0.598 |        0.670
       0.070 |        0.714 |        0.783
       0.136 |        0.651 |        0.787
       0.092 |        0.370 |        0.462
       0.145 |        1.079 |        1.224
       0.066 |        0.492 |        0.558
       0.071 |        0.521 |        0.592
       0.199 |        0.853 |        1.052
       0.073 |        1.179 |        1.252
       0.098 |        0.497 |        0.595
       0.090 |        1.402 |        1.493
       0.118 |        0.561 |        0.680
       0.073 |        1.696 |        1.769
       0.065 |        0.247 |        0.312
       0.108 |        2.545 |        2.653
       0.064 |        0.379 |        0.443
       0.064 |        3.087 |        3.151
       0.081 |        0.821 |        0.902
       0.079 |        2.198 |        2.277
       0.066 |        0.557 |        0.623
       0.117 |        0.774 |        0.891
       0.088 |        0.488 |        0.576
       0.431 |        0.760 |        1.191
       0.242 |        0.768 |        1.010
       0.131 |        0.324 |        0.455
       0.087 |        1.143 |        1.230
       0.078 |        0.272 |        0.350
       0.110 |        0.503 |        0.613
       0.152 |        0.547 |        0.699
       0.101 |        0.563 |        0.664
       0.073 |        1.016 |        1.089
       0.080 |        0.820 |        0.900
       0.142 |        0.514 |        0.656
       0.196 |        1.512 |        1.708
       0.068 |        0.923 |        0.991
       0.055 |        0.794 |        0.850
       0.071 |        2.045 |        2.116
       0.066 |        1.362 |        1.428
       0.062 |        1.325 |        1.388
       0.059 |        0.668 |        0.727
       0.103 |        1.757 |        1.860
       0.054 |        0.478 |        0.533
       0.096 |        0.723 |        0.819
       0.080 |        0.399 |        0.479
       0.068 |        0.387 |        0.455
       0.068 |        0.557 |        0.625
       0.066 |        2.706 |        2.772
       0.073 |        0.781 |        0.854
       0.061 |        2.041 |        2.101
       0.076 |        0.300 |        0.376
       0.093 |        1.606 |        1.699
       0.065 |        1.408 |        1.473
       0.074 |        0.600 |        0.674
       0.076 |        1.040 |        1.116
       0.135 |        0.513 |        0.648
       0.086 |        1.426 |        1.512
       0.136 |        0.407 |        0.543
       0.201 |        0.869 |        1.070
       0.125 |        0.335 |        0.460
       0.067 |        1.630 |        1.697
       0.140 |        2.446 |        2.586
       0.074 |        0.937 |        1.011
       0.060 |        0.360 |        0.419
       0.150 |        1.507 |        1.657
       0.113 |        0.605 |        0.718
       0.089 |        0.735 |        0.825
       0.062 |        0.488 |        0.551
       0.129 |        1.982 |        2.111
       0.189 |        0.558 |        0.746
       0.091 |        0.545 |        0.636
       0.074 |        0.835 |        0.908
       0.086 |        0.348 |        0.434
       0.067 |        0.490 |        0.556
       0.105 |        0.410 |        0.515
       0.089 |        2.404 |        2.493
       0.073 |        3.018 |        3.090
       0.206 |        0.712 |        0.917
       0.289 |        1.430 |        1.719
       0.214 |        1.655 |        1.869
       0.062 |        0.370 |        0.432
       0.098 |        0.516 |        0.613
       0.070 |        0.278 |        0.349
       0.105 |        0.646 |        0.751
       0.080 |        3.116 |        3.195
       0.067 |        2.831 |        2.898
       0.171 |        0.468 |        0.639
       0.075 |        0.321 |        0.396
