  QueueTimes | ServiceTimes | SojournTimes
       0.058 |        0.468 |        0.526
       0.120 |        0.615 |        0.735
       0.122 |        1.213 |        1.335
       0.102 |        0.469 |        0.570
       0.066 |        0.733 |        0.799
       0.165 |        1.266 |        1.430
       0.070 |        2.159 |        2.229
       0.109 |        1.618 |        1.727
       0.236 |        0.576 |        0.811
       0.066 |        0.755 |        0.820
       0.205 |        1.116 |        1.321
       0.065 |        1.084 |        1.149
       0.066 |        0.299 |        0.365
       0.080 |        0.544 |        0.624
       0.086 |        1.843 |        1.929
       0.111 |        1.257 |        1.367
       0.090 |        0.242 |        0.332
       0.092 |        0.477 |        0.569
       0.117 |        0.401 |        0.519
       0.088 |        0.633 |        0.720
       0.065 |        0.250 |        0.315
       0.079 |        0.968 |        1.047
       0.068 |        1.503 |        1.571
       0.074 |        1.303 |        1.376
       0.100 |        1.094 |        1.194
       0.085 |        0.536 |        0.621
       0.069 |        0.868 |        0.937
       0.068 |        0.462 |        0.530
       0.080 |        1.431 |        1.511
       0.053 |        0.244 |        0.296
       0.142 |        0.649 |        0.791
       0.132 |        1.745 |        1.877
       0.100 |        0.393 |        0.493
       0.062 |        1.093 |        1.155
       0.075 |        0.445 |        0.520
       0.072 |        1.269 |        1.341
       0.074 |        2.099 |        2.173
       0.089 |        1.396 |        1.485
       0.127 |        0.578 |        0.705
       0.066 |        2.151 |        2.217
       0.106 |        0.538 |        0.644
       0.103 |        0.502 |        0.606
       0.065 |        0.734 |        0.799
       0.108 |        1.123 |        1.231
       0.069 |        1.009 |        1.078
       0.071 |        0.410 |        0.482
       0.077 |        1.923 |        2.000
       0.071 |        0.709 |        0.780
       0.077 |        0.455 |        0.531
       0.162 |        0.739 |        0.901
       0.091 |        0.977 |        1.069
       0.080 |        1.332 |        1.412
       0.137 |        0.617 |        0.753
       0.071 |        0.737 |        0.807
       0.064 |        2.086 |        2.150
       0.053 |        1.264 |        1.316
       0.126 |        1.936 |        2.062
       0.095 |        0.551 |        0.646
       0.078 |        1.248 |        1.326
       0.202 |        0.414 |        0.616
       0.113 |        0.934 |        1.046
       0.073 |        0.408 |        0.481
       0.082 |        1.822 |        1.904
       0.098 |        0.610 |        0.709
       0.064 |        0.972 |        1.036
       0.070 |        0.450 |        0.519
       0.142 |        0.812 |        0.954
       0.100 |        0.270 |        0.370
       0.081 |        0.887 |        0.968
       0.074 |        1.166 |        1.239
       0.169 |        1.075 |        1.245
       0.055 |        1.213 |        1.268
       0.069 |        1.268 |        1.337
       0.062 |        0.990 |        1.052
       0.093 |        0.272 |        0.365
       0.198 |        2.834 |        3.032
       0.155 |        1.401 |        1.556
       0.076 |        0.867 |        0.943
       0.112 |        0.448 |        0.560
       0.153 |        0.598 |        0.751
       0.105 |        0.439 |        0.544
       0.079 |        1.460 |        1.538
       0.100 |        1.838 |        1.938
       0.071 |        0.469 |        0.540
       0.124 |        1.121 |        1.245
       0.321 |        2.084 |        2.405
       0.104 |        0.929 |        1.034
       0.067 |        3.513 |        3.580
       0.064 |        0.504 |        0.567
       0.084 |        0.748 |        0.832
       0.178 |        0.864 |        1.042
       0.080 |        1.010 |        1.090
       0.104 |        2.560 |        2.664
       0.061 |        1.593 |        1.654
       0.107 |        0.616 |        0.723
       0.060 |        1.467 |        1.527
       0.088 |        0.715 |        0.803
       0.069 |        0.277 |        0.347
       0.055 |        0.605 |        0.660
       0.075 |        1.320 |        1.395
       0.110 |        0.713 |        0.823
       0.092 |        1.222 |        1.314
       0.091 |        0.376 |        0.467
       0.076 |        0.781 |        0.857
       0.410 |        2.354 |        2.764
       0.079 |        0.404 |        0.483
       0.151 |        0.880 |        1.031
       0.104 |        1.070 |        1.174
       0.063 |        0.565 |        0.628
       0.098 |        0.384 |        0.482
       0.127 |        0.738 |        0.865
       0.128 |        0.481 |        0.609
       0.075 |        2.742 |        2.817
       0.060 |        1.203 |        1.263
       0.081 |        1.636 |        1.717
       0.071 |        0.731 |        0.801
       0.113 |        1.150 |        1.263
       0.085 |        0.672 |        0.756
       0.106 |        1.425 |        1.531
       0.118 |        1.514 |        1.633
       0.109 |        0.430 |        0.539
       0.154 |        1.979 |        2.133
       0.193 |        0.972 |        1.166
       0.077 |        0.546 |        0.623
       0.095 |        1.269 |        1.365
       0.120 |        0.315 |        0.434
       0.076 |        0.600 |        0.676
       0.072 |        0.590 |        0.662
       0.103 |        1.795 |        1.897
       0.064 |        0.323 |        0.387
       0.092 |        1.785 |        1.877
       0.082 |        1.108 |        1.190
       0.118 |        1.331 |        1.449
       0.062 |        0.459 |        0.521
       0.157 |        2.492 |        2.650
       0.153 |        1.653 |        1.806
       0.094 |        0.620 |        0.714
       0.074 |        0.903 |        0.977
       0.163 |        0.388 |        0.551
       0.075 |        0.384 |        0.459
       0.115 |        0.441 |        0.555
       0.074 |        0.343 |        0.417
       0.068 |        1.464 |        1.532
       0.047 |        0.307 |        0.355
       0.070 |        4.220 |        4.290
       0.072 |        3.642 |        3.714
       0.061 |        1.296 |        1.357
       0.065 |        0.757 |        0.822
       0.055 |        0.355 |        0.409
       0.222 |        0.517 |        0.740
       0.081 |        0.324 |        0.404
       0.102 |        2.452 |        2.555
       0.066 |        0.606 |        0.672
       0.098 |        1.161 |        1.259
       0.068 |        0.581 |        0.649
       0.059 |        0.508 |        0.568
       0.062 |        0.430 |        0.492
       0.057 |        0.418 |        0.475
       0.088 |        1.090 |        1.178
       0.145 |        0.837 |        0.982
       0.063 |        1.277 |        1.340
       0.061 |        0.629 |        0.690
       0.112 |        1.435 |        1.547
       0.088 |        2.561 |        2.649
       0.051 |        0.450 |        0.501
       0.054 |        0.890 |        0.944
       0.102 |        1.723 |        1.825
       0.067 |        0.698 |        0.766
       0.063 |        2.152 |        2.215
       0.126 |        1.439 |        1.565
       0.146 |        0.929 |        1.075
       0.073 |        0.754 |        0.827
       0.064 |        0.741 |        0.805
       0.072 |        1.005 |        1.077
       0.175 |        1.259 |        1.435
       0.061 |        1.059 |        1.120
       0.096 |        0.950 |        1.046
       0.133 |        0.647 |        0.780
       0.063 |        0.578 |        0.640
       0.197 |        0.476 |        0.672
       0.122 |        0.409 |        0.532
       0.178 |        0.696 |        0.874
       0.088 |        1.799 |        1.887
       0.146 |        1.697 |        1.843
       0.093 |        0.517 |        0.610
       0.064 |        0.853 |        0.917
       0.069 |        0.632 |        0.701
       0.058 |        3.094 |        3.152
       0.074 |        1.224 |        1.298
       0.082 |        1.835 |        1.917
       0.194 |        0.288 |        0.482
       0.061 |        1.937 |        1.998
       0.113 |        0.594 |        0.708
       0.100 |        0.593 |        0.694
       0.059 |        0.472 |        0.531
       0.097 |        1.657 |        1.753
       0.132 |        0.425 |        0.558
       0.138 |        0.858 |        0.996
       0.057 |        0.411 |        0.469
       0.132 |        0.890 |        1.022
       0.077 |        1.026 |        1.103
       0.075 |        2.160 |        2.235
       0.133 |        1.319 |        1.452
       0.100 |        0.417 |        0.516
       0.104 |        1.201 |        1.306
       0.157 |        0.311 |        0.468
       0.064 |        0.725 |        0.790
       0.130 |        0.372 |        0.501
       0.091 |        0.701 |        0.791
       0.086 |        2.556 |        2.641
       0.093 |        1.111 |        1.205
       0.126 |        0.702 |        0.828
       0.080 |        0.684 |        0.764
       0.070 |        1.425 |        1.496
       0.081 |        0.850 |        0.932
       0.086 |        4.061 |        4.147
       0.092 |        0.532 |        0.623
       0.188 |        2.144 |        2.332
       0.164 |        0.342 |        0.505
       0.097 |        1.124 |        1.221
       0.074 |        0.910 |        0.984
       0.146 |        0.706 |        0.851
       0.243 |        0.679 |        0.922
       0.227 |        1.345 |        1.572
       0.087 |        0.866 |        0.953
